critic,fresh,imdb,publication,quote,review_date,rtid,title
Joe Leydon,fresh,280486.0,Variety,Hopkins breezes through the proceedings with an appealingly jaded nonchalance ... that easily morphs into steely authority whenever such stern stuff is required.,2002-06-10,12795.0,Bad Company
Richard Roeper,rotten,280486.0,Ebert & Roeper,Bad Company is a bad movie with really bad timing.,2002-06-10,12795.0,Bad Company
Desson Thomson,rotten,280486.0,Washington Post,"A long-winded, predictable scenario.",2002-06-07,12795.0,Bad Company
Stephen Hunter,rotten,280486.0,Washington Post,More a gunfest than a Rock concert.,2002-06-07,12795.0,Bad Company
Mike Clark,rotten,280486.0,USA Today,"Bad Company leaves a bad taste, not only because of its bad-luck timing, but also the staleness of its script.",2002-06-07,12795.0,Bad Company
Geoff Pevere,rotten,280486.0,Toronto Star,Feels like the kind of movie that might have been designed by a marketing software program for MBA studio executives.,2002-06-07,12795.0,Bad Company
Mark Rahner,rotten,280486.0,Seattle Times,"If you can cut the right wires and deactivate key portions of your brain, Bad Company is sort of fun and sort of funny -- although it doesn't take a CIA agent like Jack Ryan to note that that phrase always means a movie ain't much good.",2002-06-07,12795.0,Bad Company
Mick LaSalle,rotten,280486.0,San Francisco Chronicle,Seems more like a product than an attempt to tell a story.,2002-06-07,12795.0,Bad Company
Lisa Schwarzbaum,fresh,110455.0,Entertainment Weekly,,2011-09-07,770676495.0,A Man of No Importance
Leonard Klady,none,110455.0,Variety,,2008-11-21,770676495.0,A Man of No Importance
Derek Adams,none,110455.0,Time Out,,2006-06-24,770676495.0,A Man of No Importance
Caryn James,none,110455.0,New York Times,,2003-05-20,770676495.0,A Man of No Importance
Peter Stack,none,110455.0,San Francisco Chronicle,,2000-01-01,770676495.0,A Man of No Importance
Roger Ebert,rotten,110455.0,Chicago Sun-Times,,2000-01-01,770676495.0,A Man of No Importance
Stanley Kauffmann,none,110455.0,The New Republic,,2000-01-01,770676495.0,A Man of No Importance
James Berardinelli,fresh,110455.0,ReelViews,,2000-01-01,770676495.0,A Man of No Importance
,fresh,110455.0,Entertainment Weekly,,1994-09-10,770676495.0,A Man of No Importance
Owen Gleiberman,rotten,111048.0,Entertainment Weekly,,2011-09-07,15308.0,S.F.W.
,none,111048.0,Variety,,2009-03-26,15308.0,S.F.W.
Derek Adams,none,111048.0,Time Out,,2006-02-09,15308.0,S.F.W.
Janet Maslin,none,111048.0,New York Times,,2003-05-20,15308.0,S.F.W.
Peter Rainer,none,111048.0,Los Angeles Times,,2001-02-13,15308.0,S.F.W.
Roger Ebert,rotten,111048.0,Chicago Sun-Times,,2000-01-01,15308.0,S.F.W.
,rotten,111048.0,Entertainment Weekly,,1994-01-20,15308.0,S.F.W.
Owen Gleiberman,rotten,110399.0,Entertainment Weekly,,2011-09-07,14349.0,A Low Down Dirty Shame
Todd McCarthy,none,110399.0,Variety,,2010-10-28,14349.0,A Low Down Dirty Shame
Brian Lowry,rotten,110399.0,Variety,"In terms of action, Wayans the director relies too much on slow-motion in shooting action scenes -- a tiresome habit that undercuts the potential excitement of some sequences.",2008-07-25,14349.0,A Low Down Dirty Shame
Trevor Johnston,rotten,110399.0,Time Out,"So far, so hackneyed.",2006-02-09,14349.0,A Low Down Dirty Shame
Stephen Holden,rotten,110399.0,New York Times,"Mr. Wayans is an agreeable screen presence, but he makes a surprisingly bland action hero.",2003-05-20,14349.0,A Low Down Dirty Shame
Rita Kempley,rotten,110399.0,Washington Post,Wayans isn't sure whether to send up Shaft and company or simply to remake the action thriller. The result is an embarrassing compromise.,2000-01-01,14349.0,A Low Down Dirty Shame
Roger Ebert,rotten,110399.0,Chicago Sun-Times,"Here is a movie about guns. Take away the guns, and the movie would be about nothing much.",2000-01-01,14349.0,A Low Down Dirty Shame
James Berardinelli,rotten,110399.0,ReelViews,"It's easy -- far too easy -- to use the title of Keenen Ivory Wayans' latest movie as a description. Unfortunately, it's also accurate.",2000-01-01,14349.0,A Low Down Dirty Shame
,rotten,110399.0,Entertainment Weekly,,1994-11-23,14349.0,A Low Down Dirty Shame
Owen Gleiberman,rotten,108330.0,Entertainment Weekly,,2011-09-07,13933.0,This Boy's Life
Richard Corliss,rotten,108330.0,TIME Magazine,"Something more subtle is going on in Wolff's book, a confrontation with a richer, quirkier past and his emerging self that the movie too often brushes aside.",2010-02-08,13933.0,This Boy's Life
Jonathan Rosenbaum,fresh,108330.0,Chicago Reader,"The leads work overtime to make their characters and their relationships pungent, believable, and moving.",2010-02-08,13933.0,This Boy's Life
Todd McCarthy,rotten,108330.0,Variety,Nicely acted but excessively bland.,2008-06-03,13933.0,This Boy's Life
Wally Hammond,fresh,108330.0,Time Out,It's a rites-of-passage drama with the kind of period small-town setting that the director is making his own.,2006-06-24,13933.0,This Boy's Life
Vincent Canby,rotten,108330.0,New York Times,"This Boy's Life is so steeped in period detail (music, cars, television shows, hair styles) that Toby and Caroline's sad, bumbling search for freedom seems secondary, almost impolite to the decor.",2003-05-20,13933.0,This Boy's Life
Peter Travers,rotten,108330.0,Rolling Stone,An indisputably great actor is inching toward the black hole of self-parody.,2001-05-12,13933.0,This Boy's Life
Rita Kempley,fresh,108330.0,Washington Post,It is an affecting teen melodrama haunted by twisted treehouse memories.,2000-01-01,13933.0,This Boy's Life
James Berardinelli,fresh,108330.0,ReelViews,"Ultimately, This Boy's Life is effective because we get to know the characters, understand their circumstances, and empathize with their dreams.",2000-01-01,13933.0,This Boy's Life
Desson Thomson,rotten,108330.0,Washington Post,"Apparently left by director Michael Caton-Jones to his own devices, De Niro's familiar, tight-lipped intensity is entertaining and watchable. But in this Boy's Life Magazine context, it hovers close to cartoonlike.",2000-01-01,13933.0,This Boy's Life
Roger Ebert,fresh,108330.0,Chicago Sun-Times,The movie is very involving.,2000-01-01,13933.0,This Boy's Life
,rotten,108330.0,Entertainment Weekly,,1993-01-01,13933.0,This Boy's Life
,none,109454.0,Time Out,,2006-06-24,770674597.0,Le colonel Chabert
Janet Maslin,none,109454.0,New York Times,,2003-05-20,770674597.0,Le colonel Chabert
Mick LaSalle,none,109454.0,San Francisco Chronicle,,2000-01-01,770674597.0,Le colonel Chabert
James Berardinelli,fresh,109454.0,ReelViews,,2000-01-01,770674597.0,Le colonel Chabert
Desson Thomson,none,109454.0,Washington Post,,2000-01-01,770674597.0,Le colonel Chabert
Rita Kempley,none,109454.0,Washington Post,,2000-01-01,770674597.0,Le colonel Chabert
,fresh,59170.0,Variety,Some good performances emerge from a one-note script via very good Russ Meyer direction and his outstanding editing.,2007-03-28,147491163.0,"Faster, Pussycat! Kill! Kill!"
,fresh,59170.0,Time Out,"A cheap and efficient comic horror movie, it's funniest when its dialogue and characters' behaviour are at their most non sequitur.",2006-01-26,147491163.0,"Faster, Pussycat! Kill! Kill!"
James Berardinelli,rotten,59170.0,ReelViews,"I guess plunging necklines and tight shorts aren't what they used to be... Not that such a realization will hamper anyone's enjoyment of this, or any other, Meyer endeavor.",2000-01-01,147491163.0,"Faster, Pussycat! Kill! Kill!"
Roger Ebert,fresh,59170.0,Chicago Sun-Times,What is it about Meyer that spurs critics to this hyperbole? I think it is an intensely personal reaction to the visceral power of Meyer's unusual images.,2000-01-01,147491163.0,"Faster, Pussycat! Kill! Kill!"
Lisa Schwarzbaum,rotten,110186.0,Entertainment Weekly,,2011-09-07,16828.0,Jason's Lyric
Deborah Young,none,110186.0,Variety,,2008-06-23,16828.0,Jason's Lyric
Geoff Andrew,none,110186.0,Time Out,,2006-06-24,16828.0,Jason's Lyric
Caryn James,none,110186.0,New York Times,,2003-05-20,16828.0,Jason's Lyric
,none,110186.0,Globe and Mail,,2002-04-12,16828.0,Jason's Lyric
James Berardinelli,fresh,110186.0,ReelViews,,2000-01-01,16828.0,Jason's Lyric
Peter Stack,none,110186.0,San Francisco Chronicle,,2000-01-01,16828.0,Jason's Lyric
Hal Hinson,none,110186.0,Washington Post,,2000-01-01,16828.0,Jason's Lyric
Roger Ebert,fresh,110186.0,Chicago Sun-Times,,2000-01-01,16828.0,Jason's Lyric
,rotten,110186.0,Entertainment Weekly,,1994-09-28,16828.0,Jason's Lyric
Derek Elley,none,108069.0,Variety,,2009-04-07,17626.0,The Secret Adventures of Tom Thumb
Derek Adams,none,108069.0,Time Out,,2006-02-09,17626.0,The Secret Adventures of Tom Thumb
Caryn James,none,108069.0,New York Times,,2004-08-30,17626.0,The Secret Adventures of Tom Thumb
Kevin Thomas,none,108069.0,Los Angeles Times,,2001-02-13,17626.0,The Secret Adventures of Tom Thumb
Rita Kempley,none,108069.0,Washington Post,,2000-01-01,17626.0,The Secret Adventures of Tom Thumb
Emanuel Levy,rotten,111301.0,Variety,Far less captivating than the videogame that inspired it.,2008-07-03,11290.0,Street Fighter
Geoff Andrew,rotten,111301.0,Time Out,"Julia (in his final role) hams it up shamelessly as the camp commandant, but not even his suave presence and throwaway quips can save this noisy, brainless mess.",2006-06-24,11290.0,Street Fighter
Stephen Holden,rotten,111301.0,New York Times,"A dreary, overstuffed hodgepodge of poorly edited martial arts sequences and often unintelligible dialogue.",2004-08-30,11290.0,Street Fighter
Richard Harrington,rotten,111301.0,Washington Post,Game Over.,2000-01-01,11290.0,Street Fighter
,rotten,111301.0,Boston Globe,,1994-12-22,11290.0,Street Fighter
Variety Staff,fresh,61809.0,Variety,"A probing, sensitive, tasteful, balanced and suspenseful documentary-drama.",2008-04-08,12934.0,In Cold Blood
,none,61809.0,St. Louis Post-Dispatch,,2006-03-04,12934.0,In Cold Blood
Kenneth Turan,fresh,61809.0,Los Angeles Times,"Hall's bleak vision, his gift for working with darkness and rain, rivals classic film noir of the 1940s and '50s in its visual mastery.",2006-03-02,12934.0,In Cold Blood
,rotten,61809.0,Time Out,"In contrast to Capote, whose obsessive documentation of the pair's every act betrays his fear than he (and his readers) could well do something similar, Brooks explains and sympathises away their act as being unique to them.",2006-02-09,12934.0,In Cold Blood
Bosley Crowther,fresh,61809.0,New York Times,"Excellent quasidocumentary, which sends shivers down the spine while moving the viewer to ponder.",2003-05-20,12934.0,In Cold Blood
Roger Ebert,fresh,61809.0,Chicago Sun-Times,"Brooks' great achievement in the film is to portray Smith and Hickock as the unexceptional, dim-witted, morally adrift losers they were.",2002-06-18,12934.0,In Cold Blood
Don Druker,rotten,61809.0,Chicago Reader,An uneasy mixture of facile Freudianism and 40s expressionism.,2000-01-01,12934.0,In Cold Blood
Emanuel Levy,none,112849.0,Variety,,2009-03-26,770689263.0,Desert Winds
Frank Scheck,rotten,112849.0,Hollywood Reporter,"Arriving more than a few years after author Robert Bly popularized the concept of male self-exploration, this Canadian documentary seems a bit too touchy-feely even for the age of Oprah.",2006-03-02,770689263.0,Desert Winds
Ronnie Scheib,rotten,112849.0,Variety,The tribe's unfailing politeness outside of activities specifically designed to arouse testosterone underlines the suspiciously benign nature of the entire endeavor.,2006-02-27,770689263.0,Desert Winds
Noel Murray,rotten,112849.0,AV Club,"Here's what Kohler isn't telling us: The kind of men who'd sign up for a trip like this aren't exactly the kind who'd have trouble opening up, and the kind of men who could afford a trip like this aren't exactly 'regular guys.'",2006-02-16,770689263.0,Desert Winds
Dana Stevens,fresh,112849.0,New York Times,"Though it generates its share of unintentional giggles, Fran&#231;ois Kohler's documentary manages to take us to a seldom-visited place: the hidden corners of the straight male mind.",2006-02-15,770689263.0,Desert Winds
V.A. Musetto,fresh,112849.0,New York Post,"Desert Wind will be of interest to men -- and especially to women, who might learn much they didn't know about the opposite sex.",2006-02-15,770689263.0,Desert Winds
Jan Stuart,rotten,112849.0,Newsday,We sense that the balance of the film's observations is being skewed by the camera's preference for the emotional exhibitionists in the bunch.,2006-02-15,770689263.0,Desert Winds
Joshua Land,rotten,112849.0,Village Voice,"It's tough to connect with the almost context-free displays of emotion, and a century into the era of psychoanalysis, there's little about the men's assorted troubles with mothers and fathers, wives and girlfriends, that comes as a revelation.",2006-02-14,770689263.0,Desert Winds
Todd McCarthy,none,113014.0,Variety,,2009-03-26,721642093.0,Fall Time
,none,113014.0,Time Out,,2006-01-26,721642093.0,Fall Time
,none,113104.0,Los Angeles Times,,2001-02-14,11595.0,Frank and Ollie
Stephen Holden,none,113104.0,New York Times,,2000-01-01,11595.0,Frank and Ollie
Edward Guthmann,none,113104.0,San Francisco Chronicle,,2000-01-01,11595.0,Frank and Ollie
Susan Stark,fresh,113104.0,Detroit News,,2000-01-01,11595.0,Frank and Ollie
,none,59448.0,Variety,,2009-03-26,770683764.0,Mirage
Derek Adams,none,59448.0,Time Out,,2006-06-24,770683764.0,Mirage
Scott Tobias,rotten,59448.0,AV Club,Kovacevic's bloody coming of age takes him so far out of character that he's unrecognizable in the end.,2006-03-15,770683764.0,Mirage
A.H. Weiler,none,59448.0,New York Times,,2005-05-09,770683764.0,Mirage
Owen Gleiberman,fresh,109785.0,Entertainment Weekly,,2011-09-07,15795.0,Federal Hill
Jonathan Rosenbaum,fresh,109785.0,Chicago Reader,Corrente's handling of class divisions (one of the heroes starts seeing a Brown University senior he sells cocaine to) and the body language of the performances keep things fresh.,2007-09-28,15795.0,Federal Hill
David Stratton,fresh,109785.0,Variety,"Producer-director-scripter Michael Corrente manages to bring freshness to basically derivative material in Federal Hill, thanks to a number of excellent performances and some evocative black-and-white images of a world he knows intimately.",2007-09-28,15795.0,Federal Hill
